date,district,house_type,total_area,number,area
2017-07-28T15:59:03.173059,锦江区,新盘,1585.86,9,1293.31
2017-07-28T15:59:03.173188,金牛区,新盘,12798.65,35,5018.98
2017-07-28T15:59:03.173198,成华区,新盘,5829.74,44,4098.39
2017-07-28T15:59:03.173203,青羊区,新盘,1441.9,3,583.0
2017-07-28T15:59:03.173207,武侯区,新盘,749.63,4,475.32
2017-07-28T15:59:03.173212,高新区,新盘,4483.51,7,1015.98
2017-07-28T15:59:03.173216,锦江区,二手房,4890.9,52,4353.13
2017-07-28T15:59:03.173220,金牛区,二手房,5091.38,49,4156.28
2017-07-28T15:59:03.173225,成华区,二手房,4888.64,50,4293.67
2017-07-28T15:59:03.173229,青羊区,二手房,5536.98,63,5196.67
2017-07-28T15:59:03.173234,武侯区,二手房,8730.28,66,6488.7
2017-07-28T15:59:03.173238,高新区,二手房,7232.43,43,4704.42
2017-07-29T15:59:03.199341,锦江区,新盘,1481.63,6,799.47
2017-07-29T15:59:03.199391,成华区,新盘,6789.41,43,4056.77
2017-07-29T15:59:03.199396,金牛区,新盘,2518.54,15,2102.34
2017-07-29T15:59:03.199401,武侯区,新盘,3277.63,25,3223.74
2017-07-29T15:59:03.199408,青羊区,新盘,688.03,4,512.6
2017-07-29T15:59:03.199414,高新区,新盘,2923.97,12,1543.24
2017-07-29T15:59:03.199421,锦江区,二手房,550.77,6,491.2
2017-07-29T15:59:03.199426,金牛区,二手房,1389.49,16,1263.14
2017-07-29T15:59:03.199430,成华区,二手房,590.54,7,560.42
2017-07-29T15:59:03.199434,青羊区,二手房,1229.58,15,1206.55
2017-07-29T15:59:03.199438,武侯区,二手房,548.1,7,548.1
2017-07-29T15:59:03.199442,高新区,二手房,472.55,5,393.12
2017-07-30T15:59:02.361675,锦江区,新盘,873.83,1,96.28
2017-07-30T15:59:02.361715,成华区,新盘,4974.51,40,3849.64
2017-07-30T15:59:02.361721,金牛区,新盘,13216.55,28,4170.74
2017-07-30T15:59:02.361726,武侯区,新盘,1043.79,6,557.36
2017-07-30T15:59:02.361730,青羊区,新盘,307.33,1,65.2
2017-07-30T15:59:02.361734,高新区,新盘,3250.19,15,2420.32
2017-07-30T15:59:02.361738,成华区,二手房,0.0,0,0.0
2017-07-30T15:59:02.361742,高新区,二手房,0.0,0,0.0
2017-07-30T15:59:02.361746,金牛区,二手房,0.0,0,0.0
2017-07-30T15:59:02.361750,锦江区,二手房,0.0,0,0.0
2017-07-30T15:59:02.361753,青羊区,二手房,0.0,0,0.0
2017-07-30T15:59:02.361757,武侯区,二手房,0.0,0,0.0
2017-07-31T15:59:02.323287,锦江区,新盘,2699.5,8,635.89
2017-07-31T15:59:02.323331,成华区,新盘,4779.75,25,2266.15
2017-07-31T15:59:02.323338,金牛区,新盘,5635.24,22,2774.87
2017-07-31T15:59:02.323342,武侯区,新盘,919.46,2,155.95
2017-07-31T15:59:02.323346,青羊区,新盘,2115.59,11,1782.44
2017-07-31T15:59:02.323350,高新区,新盘,7318.48,33,4100.75
2017-07-31T15:59:02.323354,锦江区,二手房,3314.57,39,2909.12
2017-07-31T15:59:02.323358,成华区,二手房,3745.0,41,3417.54
2017-07-31T15:59:02.323362,金牛区,二手房,4388.17,47,3980.49
2017-07-31T15:59:02.323372,武侯区,二手房,4563.67,42,4135.99
2017-07-31T15:59:02.323377,青羊区,二手房,4273.48,40,3111.55
2017-07-31T15:59:02.323380,高新区,二手房,5729.29,51,5202.36
2017-08-01T15:59:02.413515,锦江区,新盘,889.69,4,399.2
2017-08-01T15:59:02.413565,成华区,新盘,5616.05,44,4351.35
2017-08-01T15:59:02.413574,金牛区,新盘,4406.23,21,2114.13
2017-08-01T15:59:02.413581,青羊区,新盘,2882.88,19,2521.17
2017-08-01T15:59:02.413588,武侯区,新盘,454.34,1,59.31
2017-08-01T15:59:02.413595,高新区,新盘,8117.37,22,2894.8
2017-08-01T15:59:02.413601,锦江区,二手房,3070.0,33,2710.86
2017-08-01T15:59:02.413605,金牛区,二手房,5827.73,48,4171.81
2017-08-01T15:59:02.413611,成华区,二手房,3617.73,41,3224.17
2017-08-01T15:59:02.413617,武侯区,二手房,4192.38,49,4101.48
2017-08-01T15:59:02.413632,青羊区,二手房,5718.25,55,5201.31
2017-08-01T15:59:02.413639,高新区,二手房,6038.52,39,4919.25
2017-08-02T15:59:02.499735,锦江区,新盘,1984.38,5,495.98
2017-08-02T15:59:02.499782,金牛区,新盘,9503.67,76,8575.73
2017-08-02T15:59:02.499790,成华区,新盘,6798.71,42,4291.87
2017-08-02T15:59:02.499796,青羊区,新盘,1056.5,4,542.41
2017-08-02T15:59:02.499803,武侯区,新盘,2862.81,23,2698.13
2017-08-02T15:59:02.499809,高新区,新盘,11601.91,51,6888.55
2017-08-02T15:59:02.499816,锦江区,二手房,4253.2,51,4094.18
2017-08-02T15:59:02.499822,成华区,二手房,4305.85,48,3954.62
2017-08-02T15:59:02.499828,金牛区,二手房,5750.53,60,5108.2
2017-08-02T15:59:02.499835,青羊区,二手房,3927.22,38,3716.53
2017-08-02T15:59:02.499841,武侯区,二手房,4982.73,47,4614.05
2017-08-02T15:59:02.499846,高新区,二手房,8464.81,23,2413.36
2017-08-03T15:59:03.456142,锦江区,新盘,2947.73,8,923.6
2017-08-03T15:59:03.456206,成华区,新盘,4122.45,15,1565.14
2017-08-03T15:59:03.456223,金牛区,新盘,8555.52,18,2249.82
2017-08-03T15:59:03.456236,青羊区,新盘,2200.21,4,487.74
2017-08-03T15:59:03.456249,武侯区,新盘,4970.23,32,3993.83
2017-08-03T15:59:03.456262,高新区,新盘,5260.72,16,1921.21
2017-08-03T15:59:03.456280,锦江区,二手房,3983.97,44,3755.92
2017-08-03T15:59:03.456294,金牛区,二手房,5071.88,40,3431.53
2017-08-03T15:59:03.456307,成华区,二手房,3993.3,44,3789.92
2017-08-03T15:59:03.456319,青羊区,二手房,12031.97,49,4478.53
2017-08-03T15:59:03.456333,武侯区,二手房,5452.27,50,4399.48
2017-08-03T15:59:03.456345,高新区,二手房,3867.92,33,2988.37
2017-08-04T15:59:03.888606,锦江区,新盘,1005.95,6,563.64
2017-08-04T15:59:03.888645,成华区,新盘,7149.58,26,3198.81
2017-08-04T15:59:03.888652,金牛区,新盘,7677.18,25,3369.11
2017-08-04T15:59:03.888657,武侯区,新盘,5679.58,9,1082.98
2017-08-04T15:59:03.888663,青羊区,新盘,744.76,3,322.54
2017-08-04T15:59:03.888668,高新区,新盘,9542.02,30,4624.28
2017-08-04T15:59:03.888678,锦江区,二手房,4678.15,54,4224.23
2017-08-04T15:59:03.888683,金牛区,二手房,6096.46,56,4815.31
2017-08-04T15:59:03.888688,成华区,二手房,4762.22,49,4083.02
2017-08-04T15:59:03.888694,青羊区,二手房,4939.48,42,3251.56
2017-08-04T15:59:03.888699,武侯区,二手房,4662.68,42,4124.63
2017-08-04T15:59:03.888704,高新区,二手房,5635.41,41,4722.0
2017-08-05T15:59:03.394534,锦江区,新盘,231.81,1,93.61
2017-08-05T15:59:03.394570,成华区,新盘,5646.89,47,4782.41
2017-08-05T15:59:03.394577,金牛区,新盘,9532.18,4,403.84
2017-08-05T15:59:03.394582,青羊区,新盘,1400.01,8,1053.16
2017-08-05T15:59:03.394588,武侯区,新盘,2797.07,27,2797.07
2017-08-05T15:59:03.394593,高新区,新盘,6221.3,9,1076.38
2017-08-05T15:59:03.394603,锦江区,二手房,1154.85,12,921.45
2017-08-05T15:59:03.394609,成华区,二手房,1106.41,12,1033.44
2017-08-05T15:59:03.394614,金牛区,二手房,873.36,9,694.96
2017-08-05T15:59:03.394619,武侯区,二手房,822.2,9,758.19
2017-08-05T15:59:03.394624,青羊区,二手房,886.45,11,828.89
2017-08-05T15:59:03.394629,高新区,二手房,607.52,7,607.52
2017-08-06T15:59:03.820986,锦江区,新盘,1152.48,2,272.31
2017-08-06T15:59:03.821034,金牛区,新盘,9662.11,17,2593.66
2017-08-06T15:59:03.821051,成华区,新盘,4558.1,3,267.1
2017-08-06T15:59:03.821063,武侯区,新盘,3345.98,13,1630.72
2017-08-06T15:59:03.821076,青羊区,新盘,1064.08,3,377.43
2017-08-06T15:59:03.821089,高新区,新盘,2959.56,3,344.07
2017-08-06T15:59:03.821107,成华区,二手房,0.0,0,0.0
2017-08-06T15:59:03.821122,高新区,二手房,0.0,0,0.0
2017-08-06T15:59:03.821131,金牛区,二手房,0.0,0,0.0
2017-08-06T15:59:03.821140,锦江区,二手房,0.0,0,0.0
2017-08-06T15:59:03.821148,青羊区,二手房,0.0,0,0.0
2017-08-06T15:59:03.821204,武侯区,二手房,0.0,0,0.0
2017-08-07T15:59:03.638471,锦江区,新盘,579.59,1,85.04
2017-08-07T15:59:03.638512,成华区,新盘,6887.97,47,4644.09
2017-08-07T15:59:03.638520,金牛区,新盘,6225.82,28,3566.63
2017-08-07T15:59:03.638526,青羊区,新盘,5077.18,24,2997.66
2017-08-07T15:59:03.638531,武侯区,新盘,595.86,3,364.31
2017-08-07T15:59:03.638536,高新区,新盘,8447.78,14,2036.68
2017-08-07T15:59:03.638545,锦江区,二手房,3838.39,44,3558.95
2017-08-07T15:59:03.638551,金牛区,二手房,5834.43,55,4908.17
2017-08-07T15:59:03.638556,成华区,二手房,3036.6,38,2845.99
2017-08-07T15:59:03.638562,武侯区,二手房,4112.72,37,3608.4
2017-08-07T15:59:03.638572,青羊区,二手房,4715.29,49,4209.93
2017-08-07T15:59:03.638579,高新区,二手房,4997.19,42,4063.81
2017-08-08T15:59:05.361989,锦江区,新盘,1805.98,9,842.2
2017-08-08T15:59:05.362037,成华区,新盘,7051.17,58,4851.16
2017-08-08T15:59:05.362053,金牛区,新盘,5850.17,41,5695.39
2017-08-08T15:59:05.362066,青羊区,新盘,3694.03,0,0.0
2017-08-08T15:59:05.362079,武侯区,新盘,2660.61,21,2616.49
2017-08-08T15:59:05.362093,高新区,新盘,19951.19,56,7247.28
2017-08-08T15:59:05.362111,锦江区,二手房,4058.93,42,3551.24
2017-08-08T15:59:05.362128,成华区,二手房,3881.81,48,3558.0
2017-08-08T15:59:05.362142,金牛区,二手房,6047.62,61,5061.77
2017-08-08T15:59:05.362156,武侯区,二手房,5303.78,51,4707.92
2017-08-08T15:59:05.362170,青羊区,二手房,6177.69,42,3480.94
2017-08-08T15:59:05.362183,高新区,二手房,5695.44,49,4643.4
2017-08-09T15:59:05.930394,锦江区,新盘,2196.35,9,868.85
2017-08-09T15:59:05.930426,成华区,新盘,7900.27,59,6146.74
2017-08-09T15:59:05.930433,金牛区,新盘,3143.95,19,2199.37
2017-08-09T15:59:05.930438,武侯区,新盘,4383.18,37,3862.34
2017-08-09T15:59:05.930443,青羊区,新盘,7040.52,51,6420.09
2017-08-09T15:59:05.930449,高新区,新盘,7247.29,48,6105.31
2017-08-09T15:59:05.930458,锦江区,二手房,3756.21,42,3388.08
2017-08-09T15:59:05.930463,金牛区,二手房,5823.56,57,4829.24
2017-08-09T15:59:05.930468,成华区,二手房,4458.83,48,3863.99
2017-08-09T15:59:05.930474,武侯区,二手房,4743.86,40,3621.91
2017-08-09T15:59:05.930484,青羊区,二手房,3701.81,41,3424.57
2017-08-09T15:59:05.930494,高新区,二手房,6153.72,43,4426.29
2017-08-10T15:59:11.995459,锦江区,新盘,4595.95,31,3140.86
2017-08-10T15:59:11.995493,金牛区,新盘,3655.73,21,2798.16
2017-08-10T15:59:11.995499,成华区,新盘,2613.56,8,674.71
2017-08-10T15:59:11.995505,青羊区,新盘,2397.7,15,1914.71
2017-08-10T15:59:11.995510,武侯区,新盘,1886.8,9,1180.72
2017-08-10T15:59:11.995515,高新区,新盘,5619.06,27,3085.84
2017-08-10T15:59:11.995523,锦江区,二手房,3824.65,42,3455.34
2017-08-10T15:59:11.995528,金牛区,二手房,4736.82,49,3756.89
2017-08-10T15:59:11.995533,成华区,二手房,4697.83,47,3791.09
2017-08-10T15:59:11.995538,武侯区,二手房,5046.48,43,3609.6
2017-08-10T15:59:11.995543,青羊区,二手房,8491.25,71,7138.52
2017-08-10T15:59:11.995548,高新区,二手房,24542.85,44,4819.27
2017-08-11T15:59:14.912256,锦江区,新盘,1468.66,6,440.0
2017-08-11T15:59:14.912288,成华区,新盘,4495.43,20,1903.27
2017-08-11T15:59:14.912294,金牛区,新盘,5753.28,36,5143.92
2017-08-11T15:59:14.912299,武侯区,新盘,821.18,0,0.0
2017-08-11T15:59:14.912305,青羊区,新盘,880.26,0,0.0
2017-08-11T15:59:14.912310,高新区,新盘,6074.32,25,3085.44
2017-08-11T15:59:14.912318,锦江区,二手房,4088.56,41,3446.8
2017-08-11T15:59:14.912324,金牛区,二手房,5070.95,51,4190.09
2017-08-11T15:59:14.912329,成华区,二手房,4657.26,51,4237.67
2017-08-11T15:59:14.912334,武侯区,二手房,6905.78,60,5471.93
2017-08-11T15:59:14.912340,青羊区,二手房,6039.83,43,3780.5
2017-08-11T15:59:14.912345,高新区,二手房,6525.24,44,4782.13
2017-08-12T15:59:10.787548,锦江区,新盘,1994.42,5,394.02
2017-08-12T15:59:10.787593,成华区,新盘,6237.12,64,5927.87
2017-08-12T15:59:10.787602,金牛区,新盘,2743.21,19,2743.21
2017-08-12T15:59:10.787607,武侯区,新盘,181.99,0,0.0
2017-08-12T15:59:10.787613,青羊区,新盘,414.82,1,52.67
2017-08-12T15:59:10.787618,高新区,新盘,5914.66,37,4561.52
2017-08-12T15:59:10.787627,锦江区,二手房,747.1,7,638.95
2017-08-12T15:59:10.787633,成华区,二手房,854.55,8,613.26
2017-08-12T15:59:10.787638,金牛区,二手房,845.53,9,765.64
2017-08-12T15:59:10.787649,武侯区,二手房,1010.96,10,857.47
2017-08-12T15:59:10.787660,青羊区,二手房,898.11,11,898.11
2017-08-12T15:59:10.787670,高新区,二手房,843.92,9,784.98
2017-08-13T15:59:04.249607,锦江区,新盘,1370.87,13,1118.7
2017-08-13T15:59:04.249642,成华区,新盘,5379.2,21,1713.26
2017-08-13T15:59:04.249649,金牛区,新盘,3933.49,32,3286.63
2017-08-13T15:59:04.249655,青羊区,新盘,2869.05,19,2688.2
2017-08-13T15:59:04.249661,武侯区,新盘,720.95,4,551.8
2017-08-13T15:59:04.249667,高新区,新盘,4277.25,8,1020.65
2017-08-13T15:59:04.249676,成华区,二手房,0.0,0,0.0
2017-08-13T15:59:04.249682,高新区,二手房,0.0,0,0.0
2017-08-13T15:59:04.249688,金牛区,二手房,0.0,0,0.0
2017-08-13T15:59:04.249693,锦江区,二手房,0.0,0,0.0
2017-08-13T15:59:04.249699,青羊区,二手房,0.0,0,0.0
2017-08-13T15:59:04.249704,武侯区,二手房,0.0,0,0.0
2017-08-14T15:59:22.795694,锦江区,新盘,7043.77,43,5880.21
2017-08-14T15:59:22.795750,金牛区,新盘,9693.93,69,8284.17
2017-08-14T15:59:22.795763,成华区,新盘,6067.78,59,4784.98
2017-08-14T15:59:22.795773,青羊区,新盘,3291.47,20,2383.54
2017-08-14T15:59:22.795782,武侯区,新盘,5482.23,38,4586.43
2017-08-14T15:59:22.795791,高新区,新盘,10193.51,44,6638.81
2017-08-14T15:59:22.795811,锦江区,二手房,5805.28,51,4029.56
2017-08-14T15:59:22.795824,成华区,二手房,5738.1,65,5263.16
2017-08-14T15:59:22.795833,金牛区,二手房,6928.01,55,4872.04
2017-08-14T15:59:22.795842,青羊区,二手房,8416.47,54,4994.87
2017-08-14T15:59:22.795851,武侯区,二手房,5819.21,50,5260.86
2017-08-14T15:59:22.795859,高新区,二手房,4499.19,39,3802.81
2017-08-15T15:59:02.679638,锦江区,新盘,2590.37,16,1398.26
2017-08-15T15:59:02.679683,金牛区,新盘,5124.16,27,2875.09
2017-08-15T15:59:02.679690,成华区,新盘,3786.69,26,1797.42
2017-08-15T15:59:02.679696,武侯区,新盘,2053.26,15,1871.27
2017-08-15T15:59:02.679701,青羊区,新盘,2825.72,16,1579.07
2017-08-15T15:59:02.679707,高新区,新盘,5500.45,13,1436.92
2017-08-15T15:59:02.679716,锦江区,二手房,4548.98,45,3790.75
2017-08-15T15:59:02.679722,成华区,二手房,4399.67,49,3785.25
2017-08-15T15:59:02.679727,金牛区,二手房,4653.7,48,4070.34
2017-08-15T15:59:02.679733,武侯区,二手房,5812.2,50,4703.48
2017-08-15T15:59:02.679738,青羊区,二手房,4307.06,51,3924.1
2017-08-15T15:59:02.679744,高新区,二手房,5943.99,40,4613.01
2017-08-16T15:59:03.057734,锦江区,新盘,3253.92,20,2042.81
2017-08-16T15:59:03.057764,金牛区,新盘,9691.32,22,2801.31
2017-08-16T15:59:03.057771,成华区,新盘,5381.3,30,2946.75
2017-08-16T15:59:03.057776,青羊区,新盘,2470.84,19,1744.46
2017-08-16T15:59:03.057781,武侯区,新盘,1059.0,8,956.8
2017-08-16T15:59:03.057787,高新区,新盘,7815.34,5,781.89
2017-08-16T15:59:03.057795,锦江区,二手房,3697.98,42,3304.69
2017-08-16T15:59:03.057801,金牛区,二手房,6328.78,62,5359.38
2017-08-16T15:59:03.057806,成华区,二手房,5658.11,63,5042.52
2017-08-16T15:59:03.057811,武侯区,二手房,6402.81,62,5864.45
2017-08-16T15:59:03.057816,青羊区,二手房,5885.51,47,3965.78
2017-08-16T15:59:03.057821,高新区,二手房,4197.46,39,3409.35
2017-08-17T15:59:38.996506,锦江区,新盘,2262.63,14,1238.32
2017-08-17T15:59:38.996548,成华区,新盘,8783.02,61,5937.64
2017-08-17T15:59:38.996554,金牛区,新盘,4788.85,16,1891.04
2017-08-17T15:59:38.996560,武侯区,新盘,2283.61,15,1581.8
2017-08-17T15:59:38.996565,青羊区,新盘,2492.16,10,1394.01
2017-08-17T15:59:38.996570,高新区,新盘,9259.14,16,1764.62
2017-08-17T15:59:38.996586,锦江区,二手房,4937.65,44,4132.72
2017-08-17T15:59:38.996591,金牛区,二手房,3312.63,36,2832.87
2017-08-17T15:59:38.996596,成华区,二手房,5923.55,66,5431.86
2017-08-17T15:59:38.996602,武侯区,二手房,8031.69,58,5804.43
2017-08-17T15:59:38.996607,青羊区,二手房,4155.13,45,3806.88
2017-08-17T15:59:38.996611,高新区,二手房,5910.92,52,5056.81
2017-08-18T15:59:03.346938,锦江区,新盘,4745.12,32,3821.64
2017-08-18T15:59:03.346974,成华区,新盘,4549.95,26,2579.1
2017-08-18T15:59:03.346981,金牛区,新盘,8513.86,28,2662.52
2017-08-18T15:59:03.346986,青羊区,新盘,1436.87,7,945.96
2017-08-18T15:59:03.346992,武侯区,新盘,2113.07,10,1267.43
2017-08-18T15:59:03.346997,高新区,新盘,6109.05,6,510.25
2017-08-18T15:59:03.347005,锦江区,二手房,6029.5,58,5156.38
2017-08-18T15:59:03.347011,金牛区,二手房,5767.59,48,4083.65
2017-08-18T15:59:03.347016,成华区,二手房,5540.15,60,5034.35
2017-08-18T15:59:03.347021,青羊区,二手房,6332.24,50,4269.9
2017-08-18T15:59:03.347026,武侯区,二手房,6140.06,51,4790.77
2017-08-18T15:59:03.347031,高新区,二手房,4726.65,37,3644.63
2017-08-19T15:59:02.516144,锦江区,新盘,367.26,0,0.0
2017-08-19T15:59:02.516172,成华区,新盘,1745.25,9,502.28
2017-08-19T15:59:02.516178,金牛区,新盘,1589.89,0,0.0
2017-08-19T15:59:02.516184,武侯区,新盘,785.06,0,0.0
2017-08-19T15:59:02.516189,青羊区,新盘,26.33,0,0.0
2017-08-19T15:59:02.516194,高新区,新盘,2915.41,0,0.0
2017-08-19T15:59:02.516203,锦江区,二手房,1325.3,14,1214.57
2017-08-19T15:59:02.516209,金牛区,二手房,1024.06,14,1024.06
2017-08-19T15:59:02.516214,成华区,二手房,1072.96,11,948.17
2017-08-19T15:59:02.516219,青羊区,二手房,1741.13,17,1550.53
2017-08-19T15:59:02.516224,武侯区,二手房,1294.49,15,1201.48
2017-08-19T15:59:02.516229,高新区,二手房,655.93,6,570.28
2017-08-20T15:59:02.806291,锦江区,新盘,1757.0,0,0.0
2017-08-20T15:59:02.806326,成华区,新盘,3418.58,0,0.0
2017-08-20T15:59:02.806332,金牛区,新盘,3661.65,0,0.0
2017-08-20T15:59:02.806341,武侯区,新盘,2361.74,0,0.0
2017-08-20T15:59:02.806352,青羊区,新盘,659.2,0,0.0
2017-08-20T15:59:02.806364,高新区,新盘,3228.4,1,73.38
2017-08-20T15:59:02.806380,成华区,二手房,0.0,0,0.0
2017-08-20T15:59:02.806392,高新区,二手房,0.0,0,0.0
2017-08-20T15:59:02.806399,金牛区,二手房,0.0,0,0.0
2017-08-20T15:59:02.806404,锦江区,二手房,0.0,0,0.0
2017-08-20T15:59:02.806409,青羊区,二手房,0.0,0,0.0
2017-08-20T15:59:02.806414,武侯区,二手房,0.0,0,0.0
2017-08-21T15:59:02.982813,锦江区,新盘,5975.95,45,5304.46
2017-08-21T15:59:02.982854,金牛区,新盘,3941.42,14,1632.06
2017-08-21T15:59:02.982861,成华区,新盘,6689.17,47,4079.5
2017-08-21T15:59:02.982866,武侯区,新盘,2200.9,1,118.05
2017-08-21T15:59:02.982871,青羊区,新盘,1217.8,1,144.57
2017-08-21T15:59:02.982876,高新区,新盘,9257.76,14,1843.81
2017-08-21T15:59:02.982885,锦江区,二手房,7890.61,47,3605.69
2017-08-21T15:59:02.982897,金牛区,二手房,5250.16,54,4361.66
2017-08-21T15:59:02.982904,成华区,二手房,5633.37,61,5271.35
2017-08-21T15:59:02.982910,武侯区,二手房,5180.03,49,4357.46
2017-08-21T15:59:02.982914,青羊区,二手房,4480.77,33,3087.66
2017-08-21T15:59:02.982919,高新区,二手房,5787.42,48,5422.18
2017-08-22T15:59:02.973106,锦江区,新盘,7579.37,31,3128.51
2017-08-22T15:59:02.973169,成华区,新盘,8902.45,53,4421.88
2017-08-22T15:59:02.973177,金牛区,新盘,13034.61,38,4139.99
2017-08-22T15:59:02.973183,武侯区,新盘,801.15,0,0.0
2017-08-22T15:59:02.973189,青羊区,新盘,1090.73,0,0.0
2017-08-22T15:59:02.973194,高新区,新盘,6083.23,27,3017.2
2017-08-22T15:59:02.973205,锦江区,二手房,4876.44,54,4504.71
2017-08-22T15:59:02.973210,成华区,二手房,4460.26,48,3817.6
2017-08-22T15:59:02.973216,金牛区,二手房,5045.96,60,4691.06
2017-08-22T15:59:02.973221,武侯区,二手房,5742.75,49,4641.66
2017-08-22T15:59:02.973227,青羊区,二手房,7247.79,61,5561.33
2017-08-22T15:59:02.973232,高新区,二手房,6360.24,43,4144.13
2017-08-23T15:59:02.824065,锦江区,新盘,3745.66,8,621.98
2017-08-23T15:59:02.824099,金牛区,新盘,14359.69,28,3304.02
2017-08-23T15:59:02.824106,成华区,新盘,5799.05,36,2963.13
2017-08-23T15:59:02.824111,武侯区,新盘,2262.82,11,1407.05
2017-08-23T15:59:02.824116,青羊区,新盘,3175.94,12,1709.95
2017-08-23T15:59:02.824121,高新区,新盘,4897.22,21,2859.04
2017-08-23T15:59:02.824130,锦江区,二手房,4214.97,45,3741.57
2017-08-23T15:59:02.824135,金牛区,二手房,5162.8,61,4671.23
2017-08-23T15:59:02.824140,成华区,二手房,5174.59,55,4656.42
2017-08-23T15:59:02.824145,武侯区,二手房,4680.45,47,4340.58
2017-08-23T15:59:02.824150,青羊区,二手房,3788.72,37,3248.22
2017-08-23T15:59:02.824155,高新区,二手房,7784.9,60,6207.74
2017-08-24T15:59:02.493765,锦江区,新盘,3683.94,14,1264.84
2017-08-24T15:59:02.493857,成华区,新盘,11245.44,58,6223.91
2017-08-24T15:59:02.493875,金牛区,新盘,14606.92,38,4975.08
2017-08-24T15:59:02.493887,青羊区,新盘,2584.69,13,1737.96
2017-08-24T15:59:02.493898,武侯区,新盘,3867.11,11,1417.19
2017-08-24T15:59:02.493910,高新区,新盘,9276.25,36,5157.88
2017-08-24T15:59:02.493926,锦江区,二手房,6875.31,66,5838.19
2017-08-24T15:59:02.493939,成华区,二手房,4154.84,48,3894.39
2017-08-24T15:59:02.493972,金牛区,二手房,5857.18,60,5050.49
2017-08-24T15:59:02.493986,武侯区,二手房,5969.49,62,5586.78
2017-08-24T15:59:02.493993,青羊区,二手房,6252.53,59,5708.53
2017-08-24T15:59:02.493998,高新区,二手房,5687.31,49,4821.4
2017-08-25T15:59:02.327322,锦江区,新盘,8359.1,70,6106.92
2017-08-25T15:59:02.327365,成华区,新盘,8966.41,80,7459.18
2017-08-25T15:59:02.327372,金牛区,新盘,11945.69,70,11294.25
2017-08-25T15:59:02.327378,青羊区,新盘,625.2,0,0.0
2017-08-25T15:59:02.327383,武侯区,新盘,4814.99,34,4764.88
2017-08-25T15:59:02.327389,高新区,新盘,9308.54,35,3603.27
2017-08-25T15:59:02.327399,锦江区,二手房,3868.82,38,3228.87
2017-08-25T15:59:02.327404,金牛区,二手房,8071.77,80,6738.24
2017-08-25T15:59:02.327409,成华区,二手房,5929.31,66,5475.55
2017-08-25T15:59:02.327415,武侯区,二手房,5275.6,55,5013.08
2017-08-25T15:59:02.327420,青羊区,二手房,5430.18,64,5173.61
2017-08-25T15:59:02.327426,高新区,二手房,7336.98,50,4939.29
2017-08-26T15:59:02.200932,锦江区,新盘,100.91,0,0.0
2017-08-26T15:59:02.200980,金牛区,新盘,1885.94,0,0.0
2017-08-26T15:59:02.200989,成华区,新盘,672.38,1,75.04
2017-08-26T15:59:02.200995,青羊区,新盘,442.94,0,0.0
2017-08-26T15:59:02.201000,武侯区,新盘,263.01,0,0.0
2017-08-26T15:59:02.201006,高新区,新盘,6175.75,1,119.17
2017-08-26T15:59:02.201015,锦江区,二手房,638.4,7,505.22
2017-08-26T15:59:02.201021,成华区,二手房,893.57,10,853.06
2017-08-26T15:59:02.201026,金牛区,二手房,781.1,9,713.4
2017-08-26T15:59:02.201032,青羊区,二手房,1194.48,15,1137.93
2017-08-26T15:59:02.201037,武侯区,二手房,907.98,11,842.09
2017-08-26T15:59:02.201042,高新区,二手房,412.24,4,370.42
2017-08-27T15:59:02.766245,锦江区,新盘,1778.94,15,1680.82
2017-08-27T15:59:02.766281,金牛区,新盘,2665.82,2,219.6
2017-08-27T15:59:02.766287,成华区,新盘,4951.65,42,4568.47
2017-08-27T15:59:02.766294,武侯区,新盘,3545.16,10,1255.64
2017-08-27T15:59:02.766298,青羊区,新盘,2716.81,21,2323.49
2017-08-27T15:59:02.766304,高新区,新盘,8677.97,11,1489.28
2017-08-27T15:59:02.766313,成华区,二手房,0.0,0,0.0
2017-08-27T15:59:02.766318,高新区,二手房,0.0,0,0.0
2017-08-27T15:59:02.766323,金牛区,二手房,0.0,0,0.0
2017-08-27T15:59:02.766328,锦江区,二手房,0.0,0,0.0
2017-08-27T15:59:02.766332,青羊区,二手房,0.0,0,0.0
2017-08-27T15:59:02.766337,武侯区,二手房,0.0,0,0.0
2017-08-28T15:59:01.988577,锦江区,新盘,1531.21,6,452.65
2017-08-28T15:59:01.988617,成华区,新盘,8959.38,57,5072.47
2017-08-28T15:59:01.988624,金牛区,新盘,5724.56,29,3302.48
2017-08-28T15:59:01.988630,青羊区,新盘,2545.89,5,582.5
2017-08-28T15:59:01.988635,武侯区,新盘,1646.02,2,327.46
2017-08-28T15:59:01.988640,高新区,新盘,13111.02,15,1927.05
2017-08-28T15:59:01.988649,锦江区,二手房,3505.59,38,2828.17
2017-08-28T15:59:01.988655,金牛区,二手房,6528.75,66,5671.1
2017-08-28T15:59:01.988659,成华区,二手房,5136.01,60,4847.88
2017-08-28T15:59:01.988665,武侯区,二手房,4667.44,44,4282.44
2017-08-28T15:59:01.988725,青羊区,二手房,4272.08,47,4017.95
2017-08-28T15:59:01.988732,高新区,二手房,6964.56,48,4666.76
2017-08-29T15:59:03.039558,锦江区,新盘,4684.74,31,3574.61
2017-08-29T15:59:03.039598,成华区,新盘,6528.96,50,3879.36
