date,district,house_type,total_area,number,area
2017-11-29T23:58:02.611810,金牛区,新盘,3822.24,11,1401.79
2017-11-29T23:58:02.611816,青羊区,新盘,14822.99,149,13736.85
2017-11-29T23:58:02.611821,武侯区,新盘,2809.33,19,2544.77
2017-11-29T23:58:02.611826,高新区,新盘,20423.63,6,926.58
2017-11-29T23:58:02.611831,锦江区,二手房,6474.86,76,5931.44
2017-11-29T23:58:02.611836,成华区,二手房,7801.37,87,7232.7
2017-11-29T23:58:02.611841,金牛区,二手房,7663.41,85,6746.24
2017-11-29T23:58:02.611846,青羊区,二手房,5548.61,67,5112.38
2017-11-29T23:58:02.611851,武侯区,二手房,7760.23,62,5471.36
2017-11-29T23:58:02.611856,高新区,二手房,7772.07,67,6410.09
2017-11-30T23:58:02.736684,锦江区,新盘,4755.3,12,1132.82
2017-11-30T23:58:02.736716,金牛区,新盘,8196.78,1,65.37
2017-11-30T23:58:02.736722,成华区,新盘,7364.93,31,2806.28
2017-11-30T23:58:02.736727,青羊区,新盘,3289.41,24,2618.32
2017-11-30T23:58:02.736732,武侯区,新盘,12698.29,85,10029.37
2017-11-30T23:58:02.736737,高新区,新盘,19294.21,58,7802.23
2017-11-30T23:58:02.736742,锦江区,二手房,5338.7,48,4579.42
2017-11-30T23:58:02.736747,金牛区,二手房,6782.43,73,6038.54
2017-11-30T23:58:02.736751,成华区,二手房,7350.11,84,6861.12
2017-11-30T23:58:02.736756,武侯区,二手房,8422.71,81,7602.19
2017-11-30T23:58:02.736761,青羊区,二手房,6893.36,64,6287.77
2017-11-30T23:58:02.736766,高新区,二手房,8718.22,70,6686.35
2017-12-01T23:58:03.376036,锦江区,新盘,3070.29,5,529.38
2017-12-01T23:58:03.376070,成华区,新盘,13051.51,29,3112.73
2017-12-01T23:58:03.376077,金牛区,新盘,9013.51,41,4413.85
2017-12-01T23:58:03.376083,武侯区,新盘,4570.9,0,0.0
2017-12-01T23:58:03.376088,青羊区,新盘,716.1,0,0.0
2017-12-01T23:58:03.376093,高新区,新盘,11315.84,20,2098.58
2017-12-01T23:58:03.376099,锦江区,二手房,6349.54,61,5326.09
2017-12-01T23:58:03.376104,金牛区,二手房,7286.65,72,6271.1
2017-12-01T23:58:03.376109,成华区,二手房,6991.85,77,6479.55
2017-12-01T23:58:03.376114,青羊区,二手房,6806.32,69,6116.32
2017-12-01T23:58:03.376119,武侯区,二手房,7457.18,64,6379.58
2017-12-01T23:58:03.376125,高新区,二手房,8529.62,60,6841.57
2017-12-02T23:58:02.354655,锦江区,新盘,1270.54,0,0.0
2017-12-02T23:58:02.354687,成华区,新盘,1445.6,1,90.42
2017-12-02T23:58:02.354694,金牛区,新盘,4069.47,0,0.0
2017-12-02T23:58:02.354699,武侯区,新盘,3456.48,0,0.0
2017-12-02T23:58:02.354704,高新区,新盘,2804.06,0,0.0
2017-12-02T23:58:02.354709,青羊区,新盘,0.0,0,0.0
2017-12-02T23:58:02.354714,锦江区,二手房,397.67,5,285.24
2017-12-02T23:58:02.354719,成华区,二手房,1376.85,15,1131.03
2017-12-02T23:58:02.354724,金牛区,二手房,1511.21,15,1403.43
2017-12-02T23:58:02.354729,青羊区,二手房,1451.87,17,1329.63
2017-12-02T23:58:02.354734,武侯区,二手房,1231.01,12,1094.99
2017-12-02T23:58:02.354739,高新区,二手房,1593.05,12,1211.07
2017-12-03T23:58:02.447486,锦江区,新盘,3142.41,16,1872.83
2017-12-03T23:58:02.447520,金牛区,新盘,13560.68,98,10473.66
2017-12-03T23:58:02.447526,成华区,新盘,3616.96,5,607.44
2017-12-03T23:58:02.447531,武侯区,新盘,2137.06,2,299.15
2017-12-03T23:58:02.447536,青羊区,新盘,410.52,0,0.0
2017-12-03T23:58:02.447541,高新区,新盘,6090.21,22,2546.94
2017-12-03T23:58:02.447546,成华区,二手房,0.0,0,0.0
2017-12-03T23:58:02.447551,高新区,二手房,0.0,0,0.0
2017-12-03T23:58:02.447556,金牛区,二手房,0.0,0,0.0
2017-12-03T23:58:02.447561,锦江区,二手房,0.0,0,0.0
2017-12-03T23:58:02.447565,青羊区,二手房,0.0,0,0.0
2017-12-03T23:58:02.447570,武侯区,二手房,0.0,0,0.0
2017-12-04T23:58:02.710026,锦江区,新盘,2907.98,16,1616.14
2017-12-04T23:58:02.710061,成华区,新盘,3907.75,16,1826.48
2017-12-04T23:58:02.710067,金牛区,新盘,17273.49,89,9856.38
2017-12-04T23:58:02.710072,武侯区,新盘,2605.96,3,448.75
2017-12-04T23:58:02.710078,青羊区,新盘,2053.84,9,1062.05
2017-12-04T23:58:02.710083,高新区,新盘,14015.95,69,7889.54
2017-12-04T23:58:02.710088,锦江区,二手房,5162.54,50,4540.64
2017-12-04T23:58:02.710093,成华区,二手房,7209.74,71,6127.3
2017-12-04T23:58:02.710098,金牛区,二手房,4820.86,60,4276.56
2017-12-04T23:58:02.710108,武侯区,二手房,6750.18,71,6072.13
2017-12-04T23:58:02.710114,青羊区,二手房,4900.11,59,4718.98
2017-12-04T23:58:02.710119,高新区,二手房,7834.52,69,6705.36
2017-12-05T23:58:02.715548,锦江区,新盘,18799.31,12,1252.0
2017-12-05T23:58:02.715581,成华区,新盘,4302.59,13,1348.84
2017-12-05T23:58:02.715588,金牛区,新盘,3018.5,13,1709.68
2017-12-05T23:58:02.715593,青羊区,新盘,3903.82,6,793.01
2017-12-05T23:58:02.715598,武侯区,新盘,1549.8,1,29.68
2017-12-05T23:58:02.715603,高新区,新盘,27825.84,182,22130.31
2017-12-05T23:58:02.715609,锦江区,二手房,5128.94,62,4896.16
2017-12-05T23:58:02.715614,成华区,二手房,11259.42,81,6591.09
2017-12-05T23:58:02.715619,金牛区,二手房,8294.36,58,4529.81
2017-12-05T23:58:02.715624,武侯区,二手房,7431.71,58,5055.92
2017-12-05T23:58:02.715629,青羊区,二手房,7429.37,69,5232.26
2017-12-05T23:58:02.715634,高新区,二手房,8464.43,66,6643.26
2017-12-06T23:58:02.570224,锦江区,新盘,7057.72,17,1949.96
2017-12-06T23:58:02.570257,成华区,新盘,5315.77,7,637.59
2017-12-06T23:58:02.570263,金牛区,新盘,4026.95,10,986.52
2017-12-06T23:58:02.570268,青羊区,新盘,500.8,4,353.19
2017-12-06T23:58:02.570273,武侯区,新盘,1419.48,0,0.0
2017-12-06T23:58:02.570278,高新区,新盘,18394.83,84,11551.27
2017-12-06T23:58:02.570283,锦江区,二手房,5293.67,58,4406.47
2017-12-06T23:58:02.570288,金牛区,二手房,6739.91,60,4935.93
2017-12-06T23:58:02.570292,成华区,二手房,6137.88,72,5386.79
2017-12-06T23:58:02.570297,武侯区,二手房,7045.03,73,6426.11
2017-12-06T23:58:02.570301,青羊区,二手房,7742.6,67,5565.15
2017-12-06T23:58:02.570306,高新区,二手房,7264.23,53,5520.43
2017-12-07T23:58:02.329174,锦江区,新盘,2630.13,0,0.0
2017-12-07T23:58:02.329207,成华区,新盘,8371.49,0,0.0
2017-12-07T23:58:02.329219,金牛区,新盘,8771.58,7,1005.23
2017-12-07T23:58:02.329227,青羊区,新盘,4180.94,30,3938.59
2017-12-07T23:58:02.329232,武侯区,新盘,3294.94,10,1251.16
2017-12-07T23:58:02.329237,高新区,新盘,15298.4,18,2292.29
2017-12-07T23:58:02.329242,锦江区,二手房,4811.38,50,4270.64
2017-12-07T23:58:02.329247,金牛区,二手房,5437.79,64,4783.65
2017-12-07T23:58:02.329252,成华区,二手房,6205.74,65,5301.58
2017-12-07T23:58:02.329256,青羊区,二手房,5030.96,53,4489.82
2017-12-07T23:58:02.329261,武侯区,二手房,6300.56,65,5782.03
2017-12-07T23:58:02.329266,高新区,二手房,7314.45,54,5912.26
2017-12-08T23:58:02.402115,锦江区,新盘,3127.09,10,1214.18
2017-12-08T23:58:02.402153,金牛区,新盘,8510.47,35,3908.77
2017-12-08T23:58:02.402159,成华区,新盘,6545.35,6,542.76
2017-12-08T23:58:02.402164,武侯区,新盘,10431.12,17,2212.77
2017-12-08T23:58:02.402169,青羊区,新盘,2030.96,15,1694.45
2017-12-08T23:58:02.402174,高新区,新盘,31162.23,190,22785.49
2017-12-08T23:58:02.402180,锦江区,二手房,5879.86,62,5324.41
2017-12-08T23:58:02.402185,成华区,二手房,7978.29,89,7287.31
2017-12-08T23:58:02.402190,金牛区,二手房,7240.44,79,6194.9
2017-12-08T23:58:02.402195,武侯区,二手房,7480.92,66,6156.64
2017-12-08T23:58:02.402199,青羊区,二手房,6590.6,66,5705.31
2017-12-08T23:58:02.402204,高新区,二手房,8403.38,65,6703.75
2017-12-09T23:58:03.847845,锦江区,新盘,652.99,0,0.0
2017-12-09T23:58:03.847889,成华区,新盘,2813.49,0,0.0
2017-12-09T23:58:03.847897,金牛区,新盘,3273.22,1,86.99
2017-12-09T23:58:03.847903,武侯区,新盘,984.17,0,0.0
2017-12-09T23:58:03.847908,青羊区,新盘,193.03,0,0.0
2017-12-09T23:58:03.847913,高新区,新盘,1592.63,0,0.0
2017-12-09T23:58:03.847919,锦江区,二手房,1262.37,13,1072.14
2017-12-09T23:58:03.847924,成华区,二手房,1061.09,12,967.14
2017-12-09T23:58:03.847930,金牛区,二手房,1449.21,15,1277.07
2017-12-09T23:58:03.847940,武侯区,二手房,771.39,8,636.64
2017-12-09T23:58:03.847951,青羊区,二手房,1661.5,16,1582.74
2017-12-09T23:58:03.847962,高新区,二手房,1657.62,11,1054.59
2017-12-10T23:58:02.945342,锦江区,新盘,1997.34,6,489.19
2017-12-10T23:58:02.945378,金牛区,新盘,6270.71,0,0.0
2017-12-10T23:58:02.945384,成华区,新盘,725.49,0,0.0
2017-12-10T23:58:02.945390,武侯区,新盘,2332.1,14,1989.56
2017-12-10T23:58:02.945395,青羊区,新盘,732.97,4,573.1
2017-12-10T23:58:02.945400,高新区,新盘,6890.43,23,2612.46
2017-12-10T23:58:02.945405,成华区,二手房,0.0,0,0.0
2017-12-10T23:58:02.945410,高新区,二手房,0.0,0,0.0
2017-12-10T23:58:02.945414,金牛区,二手房,0.0,0,0.0
2017-12-10T23:58:02.945419,锦江区,二手房,0.0,0,0.0
2017-12-10T23:58:02.945424,青羊区,二手房,0.0,0,0.0
2017-12-10T23:58:02.945429,武侯区,二手房,0.0,0,0.0
2017-12-11T23:58:02.772904,锦江区,新盘,1935.79,5,619.04
2017-12-11T23:58:02.772950,成华区,新盘,10215.09,30,3548.55
2017-12-11T23:58:02.772958,金牛区,新盘,1900.77,5,370.62
2017-12-11T23:58:02.772963,青羊区,新盘,1048.68,3,360.12
2017-12-11T23:58:02.772969,武侯区,新盘,3264.91,12,2037.48
2017-12-11T23:58:02.772974,高新区,新盘,29161.37,157,18593.47
2017-12-11T23:58:02.772979,锦江区,二手房,4347.68,51,3814.52
2017-12-11T23:58:02.772986,金牛区,二手房,6088.55,60,4988.28
2017-12-11T23:58:02.772996,成华区,二手房,6009.46,69,5673.53
2017-12-11T23:58:02.773002,武侯区,二手房,5016.8,52,4507.17
2017-12-11T23:58:02.773007,青羊区,二手房,23108.14,66,5801.35
2017-12-11T23:58:02.773012,高新区,二手房,6734.75,58,5480.97
2017-12-12T23:58:02.633633,锦江区,新盘,5076.73,10,1892.79
2017-12-12T23:58:02.633673,成华区,新盘,3386.46,8,711.13
2017-12-12T23:58:02.633679,金牛区,新盘,3780.62,8,1351.75
2017-12-12T23:58:02.633685,武侯区,新盘,4920.01,19,2708.54
2017-12-12T23:58:02.633690,青羊区,新盘,2378.3,10,624.27
2017-12-12T23:58:02.633695,高新区,新盘,26902.78,118,14813.46
2017-12-12T23:58:02.633700,锦江区,二手房,5722.47,61,5075.98
2017-12-12T23:58:02.633705,金牛区,二手房,6234.18,74,5599.82
2017-12-12T23:58:02.633710,成华区,二手房,5996.57,69,5556.71
2017-12-12T23:58:02.633715,青羊区,二手房,12264.87,105,9553.91
2017-12-12T23:58:02.633720,武侯区,二手房,8296.4,72,6562.88
2017-12-12T23:58:02.633726,高新区,二手房,12370.12,57,6265.66
2017-12-13T23:58:02.983930,锦江区,新盘,5735.71,24,2219.48
2017-12-13T23:58:02.983962,成华区,新盘,8557.63,46,4406.25
2017-12-13T23:58:02.983968,金牛区,新盘,7187.53,21,2522.79
2017-12-13T23:58:02.983974,武侯区,新盘,8561.44,46,6436.57
2017-12-13T23:58:02.983979,青羊区,新盘,3811.88,23,2801.5
2017-12-13T23:58:02.983984,高新区,新盘,13421.21,56,6603.35
2017-12-13T23:58:02.983990,锦江区,二手房,5335.26,58,4731.59
2017-12-13T23:58:02.983995,成华区,二手房,7255.86,79,6606.83
2017-12-13T23:58:02.984000,金牛区,二手房,6472.28,69,6001.89
2017-12-13T23:58:02.984005,青羊区,二手房,5920.29,66,5162.83
2017-12-13T23:58:02.984010,武侯区,二手房,6115.62,66,5626.19
2017-12-13T23:58:02.984015,高新区,二手房,5933.07,42,4517.44
2017-12-14T23:58:02.519774,锦江区,新盘,5176.7,18,3189.22
2017-12-14T23:58:02.519811,金牛区,新盘,11195.86,28,4653.55
2017-12-14T23:58:02.519818,成华区,新盘,18877.22,143,14293.71
2017-12-14T23:58:02.519824,青羊区,新盘,1810.49,9,992.58
2017-12-14T23:58:02.519829,武侯区,新盘,2286.48,16,2147.85
2017-12-14T23:58:02.519835,高新区,新盘,16388.21,90,11572.6
2017-12-14T23:58:02.519840,锦江区,二手房,6207.03,68,5603.23
2017-12-14T23:58:02.519845,金牛区,二手房,5521.34,56,4208.98
2017-12-14T23:58:02.519850,成华区,二手房,60625.97,75,5936.29
2017-12-14T23:58:02.519856,武侯区,二手房,5945.18,61,5191.34
2017-12-14T23:58:02.519861,青羊区,二手房,6036.2,72,5404.12
2017-12-14T23:58:02.519866,高新区,二手房,6886.16,47,4546.44
2017-12-15T23:58:02.402618,锦江区,新盘,1487.1,2,348.69
2017-12-15T23:58:02.402652,成华区,新盘,8514.51,34,3643.48
2017-12-15T23:58:02.402658,金牛区,新盘,5613.9,14,1621.32
2017-12-15T23:58:02.402664,武侯区,新盘,3004.31,12,2073.93
2017-12-15T23:58:02.402669,青羊区,新盘,1192.27,6,587.59
2017-12-15T23:58:02.402676,高新区,新盘,8075.67,19,2548.13
2017-12-15T23:58:02.402685,锦江区,二手房,5731.17,58,4917.23
2017-12-15T23:58:02.402691,成华区,二手房,8062.62,87,7402.82
2017-12-15T23:58:02.402696,金牛区,二手房,6614.87,72,5791.82
2017-12-15T23:58:02.402701,青羊区,二手房,7325.82,82,6634.87
2017-12-15T23:58:02.402706,武侯区,二手房,7393.27,72,6488.18
2017-12-15T23:58:02.402711,高新区,二手房,10924.51,76,8563.68
2017-12-16T23:58:04.033375,锦江区,新盘,2199.03,0,0.0
2017-12-16T23:58:04.033425,金牛区,新盘,1294.06,2,143.84
2017-12-16T23:58:04.033438,成华区,新盘,4287.08,23,2140.98
2017-12-16T23:58:04.033449,青羊区,新盘,1748.98,11,1165.83
2017-12-16T23:58:04.033458,武侯区,新盘,6505.8,41,5857.21
2017-12-16T23:58:04.033468,高新区,新盘,9397.28,51,5898.61
2017-12-16T23:58:04.033477,锦江区,二手房,717.06,4,307.92
2017-12-16T23:58:04.033486,金牛区,二手房,1731.94,18,1629.16
2017-12-16T23:58:04.033495,成华区,二手房,1155.05,9,978.69
2017-12-16T23:58:04.033505,武侯区,二手房,1370.58,14,1301.22
2017-12-16T23:58:04.033514,青羊区,二手房,2577.55,24,2428.2
2017-12-16T23:58:04.033523,高新区,二手房,1079.86,9,898.6
2017-12-17T23:58:03.840974,锦江区,新盘,3241.48,0,0.0
2017-12-17T23:58:03.841018,成华区,新盘,2918.58,0,0.0
2017-12-17T23:58:03.841030,金牛区,新盘,425.38,0,0.0
2017-12-17T23:58:03.841040,青羊区,新盘,476.85,0,0.0
2017-12-17T23:58:03.841049,武侯区,新盘,243.07,0,0.0
2017-12-17T23:58:03.841058,高新区,新盘,8290.91,0,0.0
2017-12-17T23:58:03.841077,成华区,二手房,0.0,0,0.0
2017-12-17T23:58:03.841089,高新区,二手房,0.0,0,0.0
2017-12-17T23:58:03.841098,金牛区,二手房,0.0,0,0.0
2017-12-17T23:58:03.841107,锦江区,二手房,0.0,0,0.0
2017-12-17T23:58:03.841116,青羊区,二手房,0.0,0,0.0
2017-12-17T23:58:03.841124,武侯区,二手房,0.0,0,0.0
2017-12-18T23:58:03.799088,锦江区,新盘,1166.86,1,142.42
2017-12-18T23:58:03.799132,成华区,新盘,12582.26,68,7378.19
2017-12-18T23:58:03.799145,金牛区,新盘,6092.94,12,1632.97
2017-12-18T23:58:03.799155,青羊区,新盘,1203.89,8,694.15
2017-12-18T23:58:03.799164,武侯区,新盘,537.19,0,0.0
2017-12-18T23:58:03.799174,高新区,新盘,16725.78,49,6312.75
2017-12-18T23:58:03.799183,锦江区,二手房,4430.17,49,3902.77
2017-12-18T23:58:03.799193,成华区,二手房,5763.24,64,5219.41
2017-12-18T23:58:03.799202,金牛区,二手房,6226.89,64,5107.96
2017-12-18T23:58:03.799211,青羊区,二手房,7008.81,64,5540.01
2017-12-18T23:58:03.799219,武侯区,二手房,7846.6,81,7155.14
2017-12-18T23:58:03.799228,高新区,二手房,7878.46,66,5880.81
2017-12-19T23:58:04.589730,锦江区,新盘,6240.1,40,4862.36
2017-12-19T23:58:04.589778,金牛区,新盘,4265.02,26,3282.01
2017-12-19T23:58:04.589791,成华区,新盘,14633.81,70,7258.69
2017-12-19T23:58:04.589801,青羊区,新盘,5103.81,39,3880.21
2017-12-19T23:58:04.589810,武侯区,新盘,2227.38,8,671.98
2017-12-19T23:58:04.589820,高新区,新盘,22970.29,69,9292.79
2017-12-19T23:58:04.589829,锦江区,二手房,6460.19,64,5330.84
2017-12-19T23:58:04.589838,金牛区,二手房,5554.83,64,5082.29
2017-12-19T23:58:04.589847,成华区,二手房,7047.28,78,6123.34
2017-12-19T23:58:04.589857,武侯区,二手房,6742.35,63,5720.31
2017-12-19T23:58:04.589865,青羊区,二手房,7939.88,72,6186.81
2017-12-19T23:58:04.589877,高新区,二手房,6767.92,60,5967.41
2017-12-20T23:58:03.424085,锦江区,新盘,2667.26,6,954.78
2017-12-20T23:58:03.424133,成华区,新盘,7737.42,17,1875.98
2017-12-20T23:58:03.424147,金牛区,新盘,3232.11,1,75.64
2017-12-20T23:58:03.424157,青羊区,新盘,2187.61,10,899.35
2017-12-20T23:58:03.424167,武侯区,新盘,4704.08,13,2081.78
2017-12-20T23:58:03.424177,高新区,新盘,7772.83,15,1530.35
2017-12-20T23:58:03.424187,锦江区,二手房,4864.46,54,4238.62
2017-12-20T23:58:03.424197,金牛区,二手房,7857.16,83,6842.29
2017-12-20T23:58:03.424207,成华区,二手房,5417.01,66,5296.58
2017-12-20T23:58:03.424231,武侯区,二手房,6849.38,65,5883.87
2017-12-20T23:58:03.424241,青羊区,二手房,6725.41,69,5588.5
2017-12-20T23:58:03.424251,高新区,二手房,11458.73,58,5782.54
2017-12-21T23:58:03.691158,锦江区,新盘,5088.43,17,1655.64
2017-12-21T23:58:03.691255,金牛区,新盘,3687.26,16,1924.72
2017-12-21T23:58:03.691268,成华区,新盘,8550.7,37,3820.45
2017-12-21T23:58:03.691277,武侯区,新盘,1702.85,1,94.99
2017-12-21T23:58:03.691288,青羊区,新盘,3640.08,29,2502.76
2017-12-21T23:58:03.691297,高新区,新盘,56169.96,21,2780.38
2017-12-21T23:58:03.691306,锦江区,二手房,5123.27,56,4814.2
2017-12-21T23:58:03.691317,金牛区,二手房,6989.45,78,6001.62
2017-12-21T23:58:03.691327,成华区,二手房,7080.87,81,6472.18
2017-12-21T23:58:03.691336,青羊区,二手房,6998.64,78,6437.5
2017-12-21T23:58:03.691346,武侯区,二手房,7061.69,56,5000.01
2017-12-21T23:58:03.691356,高新区,二手房,9199.86,76,7368.75
2017-12-22T23:58:02.952935,锦江区,新盘,1240.77,1,59.3
2017-12-22T23:58:02.952983,金牛区,新盘,1754.42,1,134.05
2017-12-22T23:58:02.952996,成华区,新盘,5091.86,0,0.0
2017-12-22T23:58:02.953006,武侯区,新盘,1084.42,0,0.0
2017-12-22T23:58:02.953015,青羊区,新盘,331.74,0,0.0
2017-12-22T23:58:02.953025,高新区,新盘,10817.08,2,298.8
2017-12-22T23:58:02.953034,锦江区,二手房,5181.9,55,4494.62
2017-12-22T23:58:02.953044,成华区,二手房,5999.72,63,5476.3
2017-12-22T23:58:02.953053,金牛区,二手房,8607.12,90,7425.13
2017-12-22T23:58:02.953064,青羊区,二手房,6452.96,68,5629.81
2017-12-22T23:58:02.953073,武侯区,二手房,6729.48,66,5664.35
2017-12-22T23:58:02.953082,高新区,二手房,8007.84,67,6548.6
2017-12-23T23:58:03.202504,锦江区,新盘,550.95,0,0.0
2017-12-23T23:58:03.202546,金牛区,新盘,1547.28,0,0.0
2017-12-23T23:58:03.202559,成华区,新盘,2021.81,0,0.0
2017-12-23T23:58:03.202569,青羊区,新盘,777.43,0,0.0
2017-12-23T23:58:03.202578,武侯区,新盘,202.48,0,0.0
2017-12-23T23:58:03.202587,高新区,新盘,3380.73,2,263.83
2017-12-23T23:58:03.202596,锦江区,二手房,1143.64,13,993.24
2017-12-23T23:58:03.202654,金牛区,二手房,1729.6,20,1663.75
2017-12-23T23:58:03.202668,成华区,二手房,912.43,10,821.6
2017-12-23T23:58:03.202678,青羊区,二手房,1270.12,13,1141.22
2017-12-23T23:58:03.202687,武侯区,二手房,1092.68,13,978.28
2017-12-23T23:58:03.202697,高新区,二手房,1559.32,14,1430.15
2017-12-24T23:58:03.457582,锦江区,新盘,2805.38,0,0.0
2017-12-24T23:58:03.457625,成华区,新盘,2517.42,0,0.0
2017-12-24T23:58:03.457637,金牛区,新盘,1999.42,0,0.0
2017-12-24T23:58:03.457646,青羊区,新盘,1056.05,0,0.0
2017-12-24T23:58:03.457656,武侯区,新盘,108.41,0,0.0
2017-12-24T23:58:03.457665,高新区,新盘,4115.14,2,278.3
2017-12-24T23:58:03.457675,成华区,二手房,0.0,0,0.0
2017-12-24T23:58:03.457684,高新区,二手房,0.0,0,0.0
2017-12-24T23:58:03.457692,金牛区,二手房,0.0,0,0.0
2017-12-24T23:58:03.457702,锦江区,二手房,0.0,0,0.0
2017-12-24T23:58:03.457710,青羊区,二手房,0.0,0,0.0
2017-12-24T23:58:03.457719,武侯区,二手房,0.0,0,0.0
2017-12-25T23:58:03.906026,锦江区,新盘,2924.9,5,492.26
2017-12-25T23:58:03.906077,金牛区,新盘,2598.31,2,158.31
2017-12-25T23:58:03.906089,成华区,新盘,6465.64,29,3001.72
2017-12-25T23:58:03.906098,青羊区,新盘,1946.69,6,788.94
2017-12-25T23:58:03.906117,武侯区,新盘,4304.26,2,179.36
2017-12-25T23:58:03.906127,高新区,新盘,8223.99,23,2759.52
2017-12-25T23:58:03.906137,锦江区,二手房,4895.89,54,4457.82
2017-12-25T23:58:03.906146,金牛区,二手房,6543.59,63,5485.81
2017-12-25T23:58:03.906155,成华区,二手房,5700.91,64,4996.81
2017-12-25T23:58:03.906173,青羊区,二手房,6310.3,61,5208.33
2017-12-25T23:58:03.906183,武侯区,二手房,5910.27,61,5192.45
2017-12-25T23:58:03.906191,高新区,二手房,6109.12,47,4946.49
2017-12-26T23:58:03.432699,锦江区,新盘,7238.36,23,3094.16
2017-12-26T23:58:03.432750,成华区,新盘,11396.84,66,6727.54
2017-12-26T23:58:03.432765,金牛区,新盘,6108.57,1,127.28
2017-12-26T23:58:03.432777,武侯区,新盘,3147.46,6,849.01
2017-12-26T23:58:03.432787,青羊区,新盘,3426.87,13,1775.5
2017-12-26T23:58:03.432798,高新区,新盘,12690.03,59,8100.57
2017-12-26T23:58:03.432809,锦江区,二手房,6209.21,66,5164.36
2017-12-26T23:58:03.432819,金牛区,二手房,6708.4,66,5392.08
2017-12-26T23:58:03.432830,成华区,二手房,8503.41,95,7821.2
2017-12-26T23:58:03.432841,青羊区,二手房,7427.9,75,6039.18
2017-12-26T23:58:03.432851,武侯区,二手房,7051.4,66,5453.74
2017-12-26T23:58:03.432861,高新区,二手房,6716.2,56,5531.8
2017-12-27T23:58:03.411034,锦江区,新盘,3888.66,13,1404.47
2017-12-27T23:58:03.411090,成华区,新盘,18835.51,68,7436.37
2017-12-27T23:58:03.411102,金牛区,新盘,2654.53,0,0.0
2017-12-27T23:58:03.411116,青羊区,新盘,2696.83,10,975.23
2017-12-27T23:58:03.411126,武侯区,新盘,3271.13,18,2995.02
2017-12-27T23:58:03.411135,高新区,新盘,13510.38,36,4997.62
2017-12-27T23:58:03.411145,锦江区,二手房,5092.72,59,4602.04
2017-12-27T23:58:03.411153,成华区,二手房,6376.53,75,5659.36
2017-12-27T23:58:03.411163,金牛区,二手房,6032.76,60,4815.35
2017-12-27T23:58:03.411172,武侯区,二手房,7821.05,71,6378.09
2017-12-27T23:58:03.411180,青羊区,二手房,7139.69,76,6359.32
2017-12-27T23:58:03.411190,高新区,二手房,6465.82,50,4872.85
2017-12-28T23:58:03.734080,锦江区,新盘,5354.29,13,1854.59
2017-12-28T23:58:03.734138,成华区,新盘,9847.09,90,6089.03
2017-12-28T23:58:03.734151,金牛区,新盘,2296.66,16,1544.99
2017-12-28T23:58:03.734161,武侯区,新盘,8236.39,66,7442.04
2017-12-28T23:58:03.734171,青羊区,新盘,3446.08,25,2464.34
2017-12-28T23:58:03.734180,高新区,新盘,34875.55,46,5622.28
2017-12-28T23:58:03.734190,锦江区,二手房,6887.32,76,6289.11
2017-12-28T23:58:03.734199,金牛区,二手房,7351.67,76,6376.88
2017-12-28T23:58:03.734208,成华区,二手房,7566.51,88,6858.23
2017-12-28T23:58:03.734218,武侯区,二手房,8530.75,81,7217.95
2017-12-28T23:58:03.734227,青羊区,二手房,8464.35,83,7384.55
2017-12-28T23:58:03.734236,高新区,二手房,9963.41,67,6843.83
2017-12-29T23:58:03.743823,锦江区,新盘,3732.25,12,1445.88
2017-12-29T23:58:03.743870,成华区,新盘,5821.87,13,1295.48
2017-12-29T23:58:03.743883,金牛区,新盘,2188.89,5,552.45
2017-12-29T23:58:03.743894,武侯区,新盘,1575.19,4,444.36
2017-12-29T23:58:03.743903,青羊区,新盘,1927.12,9,1150.73
2017-12-29T23:58:03.743913,高新区,新盘,17549.5,52,6641.49
2017-12-29T23:58:03.743923,锦江区,二手房,6201.06,62,5470.02
2017-12-29T23:58:03.743933,金牛区,二手房,7888.38,96,7353.8
2017-12-29T23:58:03.743942,成华区,二手房,8826.64,92,7989.97
2017-12-29T23:58:03.743952,青羊区,二手房,6982.34,77,6453.27
2017-12-29T23:58:03.743962,武侯区,二手房,9172.24,76,6895.07
2017-12-29T23:58:03.743971,高新区,二手房,10728.01,91,9285.79
2017-12-30T23:58:03.793752,锦江区,新盘,297.86,0,0.0
2017-12-30T23:58:03.793807,成华区,新盘,2958.46,0,0.0
2017-12-30T23:58:03.793822,金牛区,新盘,5312.46,0,0.0
2017-12-30T23:58:03.793833,武侯区,新盘,898.05,0,0.0
2017-12-30T23:58:03.793842,青羊区,新盘,551.54,0,0.0
2017-12-30T23:58:03.793851,高新区,新盘,5865.01,0,0.0
2017-12-30T23:58:03.793860,成华区,二手房,0.0,0,0.0
2017-12-30T23:58:03.793869,高新区,二手房,0.0,0,0.0
2017-12-30T23:58:03.793880,金牛区,二手房,0.0,0,0.0
2017-12-30T23:58:03.793890,锦江区,二手房,0.0,0,0.0
2017-12-30T23:58:03.793899,青羊区,二手房,0.0,0,0.0
2017-12-30T23:58:03.793908,武侯区,二手房,0.0,0,0.0
2017-12-31T23:58:04.042644,锦江区,新盘,4312.14,6,601.78
2017-12-31T23:58:04.042691,金牛区,新盘,14711.18,0,0.0
2017-12-31T23:58:04.042704,成华区,新盘,4098.06,0,0.0
2017-12-31T23:58:04.042714,武侯区,新盘,611.83,0,0.0
